i,latency_ms,action_left,action_right
6986,0.020766,-18.9212,1.1559458
6987,0.019955,-36.086285,77.84227
6988,0.020604,82.09057,14.457488
6989,0.020903,-61.26654,2.9774058
6990,0.019711,23.525421,-25.918154
6991,0.020751,0.29760176,-24.856014
6992,0.020674,-35.847683,-32.77062
6993,0.020195,22.076643,3.622136
6994,0.020481,-29.750092,-24.177458
6995,0.020335,-44.68384,15.407056
6996,0.0196,39.360107,16.678045
6997,0.01978,61.11456,40.22453
6998,0.019924,83.38585,-5.407222
6999,0.021195,-57.92387,-41.094925
7000,0.019926,-30.227415,-21.17251
7001,0.020132,38.054237,51.386883
7002,0.019964,5.203429,23.707602
7003,0.020345,49.799706,-43.13952
7004,0.020838,-27.284496,-37.44618
7005,0.022775,83.726036,45.33929
7006,0.019878,32.2609,101.66017
7007,0.020941,-59.754467,86.203064
7008,0.019846,38.93425,20.260155
7009,0.019908,39.36332,15.93756
7010,0.021116,-52.897617,-39.75916
7011,0.020558,-32.650692,-26.307606
7012,0.020968,-2.493136,-42.87945
7013,0.019727,76.57791,57.933662
7014,0.020271,22.865469,-33.15182
7015,0.019714,72.07065,48.030293
7016,0.020234,70.87408,60.856987
7017,0.020169,-26.536419,-43.90008
7018,0.020341,-8.284128,-24.717035
7019,0.020146,-17.86844,-31.846848
7020,0.0203,-19.945179,7.3759828
7021,0.020128,0.6108444,-22.954187
7022,0.021194,-61.29225,-2.3965447
7023,0.020097,-21.839432,63.645927
7024,0.020657,22.623964,5.1877403
7025,0.020121,-6.56149,8.65477
7026,0.020388,87.753296,-24.155504
7027,0.019998,45.7751,-36.34859
7028,0.020271,0.47536227,-50.13682
7029,0.019729,22.334314,-2.8775392
7030,0.020132,-6.9297156,29.638187
7031,0.021105,-70.34934,24.53424
7032,0.020118,-30.726255,11.196372
7033,0.019824,44.34912,17.220795
7034,0.023728,-204.10016,-162.49701
7035,0.020503,-29.039648,-35.888172
7036,0.019609,27.143557,41.928032
7037,0.019916,66.86968,-45.699837
7038,0.01992,71.70736,-9.065738
7039,0.019991,-0.20890054,40.153267
7040,0.021466,-11.400216,-83.38848
7041,0.02011,14.429278,8.54682
7042,0.020551,-12.257924,-25.823402
7043,0.019664,-11.669624,53.00745
7044,0.020096,78.193855,-4.2637906
7045,0.019996,-38.845222,5.1318717
7046,0.020651,-3.7035334,-7.832564
7047,0.020093,58.30273,-57.906334
7048,0.019546,78.16217,58.31927
7049,0.020776,-66.74369,-32.032135
7050,0.020411,36.052036,-39.793213
7051,0.022307,-20.692879,-0.8985332
7052,0.020673,27.921356,-60.531387
7053,0.021077,7.2237177,-62.786507
7054,0.02011,-32.894596,30.503511
7055,0.020398,-1.5579531,16.253489
7056,0.019432,56.923687,38.131428
7057,0.020589,-33.73264,-49.49034
7058,0.020083,66.89463,57.26058
7059,0.020306,16.8842,-42.937347
7060,0.019886,-14.317291,-32.210144
7061,0.020219,-1.8162249,-16.69113
7062,0.020521,10.967448,41.99805
7063,0.020758,-20.533363,-37.604412
7064,0.019819,77.89659,28.998743
7065,0.020442,-6.0044003,-14.237871
7066,0.020819,-34.621716,-20.509941
7067,0.020345,-7.905502,27.972853
7068,0.019748,27.16217,24.652872
7069,0.019952,28.92187,2.4796455
7070,0.020748,-12.587227,-14.302862
7071,0.020329,0.75920457,17.57572
7072,0.020319,-21.148447,-33.514137
7073,0.019956,-20.72399,-35.03487
7074,0.020139,5.223105,-0.39802814
7075,0.020149,34.216953,18.667204
7076,0.019395,82.80409,34.304058
7077,0.019277,32.44253,5.625545
7078,0.019805,-23.876053,5.4440784
7079,0.019664,22.784605,1.2623003
7080,0.020349,-49.7832,-26.76765
7081,0.01971,31.293247,16.465586
7082,0.019858,64.69921,47.740856
7083,0.019907,31.375711,7.476064
7084,0.02035,24.014347,-47.940052
7085,0.02052,-23.10512,27.977055
7086,0.02001,43.22772,80.47417
7087,0.019714,-16.759115,-10.977956
7088,0.02063,-24.057848,-39.99201
7089,0.020197,68.52029,-37.93279
7090,0.019948,45.38931,44.423794
7091,0.020327,11.853659,-6.6629953
7092,0.020822,-54.940277,-12.036957
7093,0.020474,-14.928636,36.01911
7094,0.020448,70.17664,-13.250183
7095,0.020387,-6.546432,-43.400127
7096,0.019917,35.11975,-10.061776
7097,0.023651,-23.805374,-35.87156
7098,0.023747,-207.04997,-167.44522
7099,0.019854,38.620213,34.419567
7100,0.020461,-27.574986,-28.57368
7101,0.020047,-11.25436,1.2322625
7102,0.019884,53.60184,82.84446
7103,0.019886,28.888718,-11.452718
7104,0.019912,-33.482567,-50.161003
7105,0.020089,-19.15925,-47.532738
7106,0.019724,70.63115,51.591496
7107,0.0207,75.593704,-0.15400681
7108,0.019777,-3.7319593,92.042366
7109,0.020693,5.793455,-33.563637
7110,0.020006,63.58701,23.784021
7111,0.019909,3.196559,10.326175
7112,0.020316,7.337556,-6.2688594
7113,0.020637,24.23023,46.563667
7114,0.020771,-35.931824,7.4160824
7115,0.02055,82.54368,45.96839
7116,0.020881,-46.231514,-12.974079
7117,0.020833,-67.514755,-13.674359
7118,0.020471,39.266697,-32.11198
7119,0.02001,88.30745,-36.36074
7120,0.020443,-13.769649,-35.49852
7121,0.019904,9.861643,-14.062134
7122,0.020593,22.957228,-20.439772
7123,0.02065,-47.110706,4.9512453
7124,0.01984,40.420647,17.11372
7125,0.020294,73.58029,49.299614
7126,0.021214,-56.696636,-10.58057
7127,0.021047,-31.072853,-25.439009
7128,0.02039,-7.170964,-29.568573
7129,0.019638,64.584305,47.786278
7130,0.020131,62.079243,29.337759
7131,0.02019,68.36777,-42.574966
7132,0.020623,-40.41252,-31.831905
7133,0.020443,-16.347742,-51.117695
7134,0.020264,70.43985,69.8073
7135,0.020787,-24.696545,-45.41527
7136,0.01988,45.77772,26.000296
7137,0.019446,39.887695,15.528496
7138,0.020115,-47.864845,40.823635
7139,0.020507,-26.009117,-30.661047
7140,0.020441,13.219851,-31.682528
7141,0.020245,-13.975516,-39.874676
7142,0.02246,43.301968,-27.04633
7143,0.02126,-16.064968,-47.388466
7144,0.020253,20.03884,17.578001
7145,0.02094,-32.177128,-44.132195
7146,0.02063,-6.485045,-21.420067
7147,0.021104,-16.825811,-34.263573
7148,0.021124,-19.368011,4.7464595
7149,0.020603,60.558384,-30.009706
7150,0.020697,-9.402537,-7.610492
7151,0.020108,79.31868,51.715153
7152,0.020098,23.408894,4.7306676
7153,0.020208,-7.724358,8.909744
7154,0.02093,-6.219943,-28.715876
7155,0.020274,-39.332283,57.285492
7156,0.020784,-4.7308664,33.523235
7157,0.020135,48.905907,-15.436093
7158,0.020118,4.129616,38.38203
7159,0.019964,87.839905,18.492773
7160,0.019982,-30.511728,42.147785
7161,0.020524,33.784397,0.72850764
7162,0.0233,-184.85619,-192.04736
7163,0.020851,-32.06424,-37.859768
7164,0.020076,84.47144,44.213352
7165,0.020029,72.210335,-58.593872
7166,0.020502,-34.576862,-6.905506
7167,0.020279,-9.947542,35.008167
7168,0.020192,81.90934,-7.536108
7169,0.019948,20.325043,0.78875995
7170,0.020066,-9.399719,-24.97853
7171,0.020122,24.899832,6.5518813
7172,0.020001,22.62202,-5.6553254
7173,0.020418,-54.390522,11.618453
7174,0.020656,-13.595426,-52.83518
7175,0.020629,-42.215317,-49.958847
7176,0.0204,-39.55947,46.910484
7177,0.020395,-21.930943,-25.69547
7178,0.0207,42.38811,-55.510155
7179,0.019806,-6.644231,-15.932922
7180,0.019241,51.181675,85.474525
7181,0.020202,-13.389447,49.726128
7182,0.020285,-36.03894,37.020344
7183,0.020042,8.439437,18.44904
7184,0.020113,53.702866,34.975388
7185,0.020645,-66.88613,56.90561
7186,0.020113,-40.933506,61.729984
7187,0.020473,10.01482,-47.55382
7188,0.056449,-17.11276,-30.55185
7189,0.02043,9.271506,-8.052089
7190,0.020716,27.712252,72.062065
7191,0.021178,-50.98366,-4.356089
7192,0.019968,82.10282,37.22873
7193,0.019992,4.5584517,-21.284504
7194,0.020627,-1.869333,-27.006077
7195,0.020539,9.008544,11.238567
7196,0.020019,22.486938,30.500214
7197,0.019942,74.82167,27.681313
7198,0.020656,-4.377222,8.104643
7199,0.020103,29.882257,19.92601
7200,0.0204,-17.737024,-32.933716
7201,0.020429,-13.234622,-27.840397
7202,0.020737,14.511202,-69.02023
7203,0.021924,17.409988,13.256185
7204,0.020233,-27.189644,22.032646
7205,0.020218,86.853714,49.95526
7206,0.020726,-2.6174374,3.4751058
7207,0.020501,44.245483,22.866661
7208,0.020969,-38.66141,-35.02047
7209,0.020643,27.224012,11.265864
7210,0.020412,73.024254,50.09451
7211,0.021066,31.84135,4.037533
7212,0.020668,24.84687,-51.14071
7213,0.020174,3.6503909,36.265198
7214,0.020399,97.457794,43.669224
7215,0.019947,-33.88989,7.9684496
7216,0.020589,-21.937843,-38.71887
7217,0.020404,67.07066,-38.439575
7218,0.019791,91.33461,49.30172
7219,0.020237,47.651527,-18.345783
7220,0.020104,70.0575,-19.43106
7221,0.019558,14.937846,32.845608
7222,0.021014,-57.904423,-11.538611
7223,0.020289,-16.990135,-46.75002
7224,0.020514,33.552265,-12.84118
7225,0.020777,-32.486713,-25.132061
7226,0.020988,-56.785942,10.017076
7227,0.019842,32.7639,27.408543
7228,0.020368,16.391846,-28.34573
7229,0.020827,-4.0301414,-12.9818125
7230,0.020245,63.596077,67.59527
7231,0.019897,33.595684,-2.0657587
7232,0.027909,38.943542,35.991074
7233,0.021445,-27.728973,-37.373173
7234,0.020051,72.53583,53.899044
7235,0.020993,-18.498878,-37.128506
7236,0.019922,0.34172806,60.428097
7237,0.020266,-3.2097752,-35.2566
7238,0.020004,45.07252,-4.6000495
7239,0.020074,27.495779,15.011655
7240,0.020429,36.20198,-14.901356
7241,0.020312,82.71149,31.591707
7242,0.020418,-36.38991,-6.5732694
7243,0.019797,55.912323,58.60152
7244,0.020148,14.996578,-17.82849
7245,0.020409,38.09612,-19.58103
7246,0.020322,25.636568,-25.965916
7247,0.020254,-28.758842,-52.43583
7248,0.020619,-17.022734,-31.294464
7249,0.020102,-14.460458,-32.470745
7250,0.020199,43.78501,-6.5302215
7251,0.020752,-46.583538,-10.642978
7252,0.019812,39.719837,21.261557
7253,0.020831,-21.261127,31.541088
7254,0.020112,-5.9354525,13.009288
7255,0.020599,-33.931656,7.6922274
7256,0.019747,-4.4326305,-14.875379
7257,0.02007,-56.853996,43.947964
7258,0.020241,68.35427,36.05101
7259,0.020467,-31.583172,-47.81684
7260,0.020966,-42.107735,-34.357033
7261,0.019838,16.962994,-22.764872
7262,0.020481,75.65679,-33.82002
7263,0.020504,-40.982975,-41.148407
7264,0.019898,47.30876,25.916039
7265,0.019575,55.23706,27.349134
7266,0.020456,-45.75631,-12.624546
7267,0.020527,-33.245335,-32.636986
7268,0.019967,69.31773,-47.52609
7269,0.019954,27.296606,1.2081916
7270,0.019792,49.815563,-27.848824
7271,0.020087,4.3832703,-16.501635
7272,0.020527,24.190975,5.554151
7273,0.020362,-33.83322,-46.742855
7274,0.020088,-1.4419739,-18.313707
7275,0.020434,-16.388617,-36.57209
7276,0.020446,-18.674587,2.490058
7277,0.02561,-48.01395,-16.882412
7278,0.020685,36.11765,-17.9789
7279,0.020715,31.22817,-44.745174
7280,0.020508,27.036667,9.777935
7281,0.020556,-9.367358,9.469214
7282,0.020348,45.269466,-18.695124
7283,0.020021,4.16912,14.906781
7284,0.019811,-49.86733,27.521723
7285,0.02034,-21.15188,-10.284947
7286,0.020424,37.62599,38.81198
7287,0.019704,21.336761,-10.234283
7288,0.020057,-30.908522,34.79819
7289,0.020309,33.06453,7.9814672
7290,0.021614,-38.061302,-87.43544
7291,0.020313,-33.98185,-40.02328
7292,0.01991,-23.228775,37.15329
7293,0.020009,60.664577,69.12019
7294,0.02051,24.447905,-4.542345
7295,0.020334,-7.7736025,43.86669
7296,0.020795,22.599148,-19.799936
7297,0.020414,25.17525,4.559119
7298,0.020593,-7.9989033,-21.58634
7299,0.020285,92.976906,14.432415
7300,0.020513,-11.824433,-15.684643
7301,0.020059,56.717846,11.764464
7302,0.020008,-8.126386,65.59452
7303,0.020245,-11.13427,-41.179993
7304,0.020264,-31.29205,75.199646
7305,0.020074,-16.60598,-33.86892
7306,0.02011,40.216515,60.983257
7307,0.019941,-24.602413,12.1229315
7308,0.020186,-27.001068,32.170635
7309,0.020175,-46.38404,29.837967
7310,0.020119,-47.16842,39.350227
7311,0.020084,57.869946,10.439202
7312,0.019737,71.87577,37.18554
7313,0.019538,92.516525,19.830828
7314,0.019611,7.3008337,67.94908
7315,0.019669,19.64783,21.90962
7316,0.020803,-17.209799,-28.595951
7317,0.01999,50.185177,-5.278913
7318,0.020035,69.58439,-31.59605
7319,0.020459,9.713704,-78.06602
7320,0.019466,83.94944,48.255577
7321,0.020052,26.231518,-37.41674
7322,0.020134,-6.090053,-28.176338
7323,0.022331,40.37264,26.568457
7324,0.020424,38.761387,23.204424
7325,0.020612,-34.949665,11.385436
7326,0.020698,43.426697,9.884319
7327,0.019953,3.7449493,29.123415
7328,0.021057,-18.048326,-31.295406
7329,0.020881,-5.867131,-30.27324
7330,0.020117,28.052975,62.855793
7331,0.020265,7.8608,7.8542185
7332,0.020372,22.537188,15.099262
7333,0.020792,-24.150095,-41.31727
7334,0.02057,-10.755514,13.243211
7335,0.020673,-39.477104,21.748075
7336,0.020538,-27.751247,-65.19525
7337,0.020308,20.176918,8.588352
7338,0.020085,71.88606,55.314888
7339,0.020553,27.208626,1.9407669
7340,0.020326,23.48611,-50.256054
7341,0.020066,60.68256,31.909111
7342,0.020468,-27.232885,2.370813
7343,0.020847,-25.387394,15.967109
7344,0.020663,-21.376888,-36.82647
7345,0.020406,64.75767,-38.589603
7346,0.019987,-8.697081,41.291466
7347,0.020175,-46.580597,-21.594559
7348,0.020476,30.086092,-44.713203
7349,0.019578,69.47763,51.884533
7350,0.020021,-6.85813,-18.203676
7351,0.020119,-62.557602,74.22729
7352,0.020411,31.209944,-15.126286
7353,0.020716,-28.7163,-37.853127
7354,0.020534,-87.70532,-92.43006
7355,0.020367,25.966784,21.768162
7356,0.020316,63.730423,-25.619938
7357,0.021034,-48.609154,-12.015413
7358,0.020365,-1.6686053,49.235207
7359,0.020396,82.47872,3.0857425
7360,0.022214,-84.753586,-106.30246
7361,0.02059,-25.316599,-43.683453
7362,0.020273,72.436386,58.124302
7363,0.02056,39.53928,-38.544384
7364,0.020001,87.39828,62.09073
7365,0.020763,-44.941998,-45.843575
7366,0.01991,29.656988,1.1844178
7367,0.019911,38.97273,20.529835
7368,0.020308,26.900663,18.922832
7369,0.02241,81.83124,33.533028
7370,0.020798,-41.62582,-40.827988
7371,0.02063,52.164276,-40.769287
7372,0.020603,74.3452,-30.067003
7373,0.0204,46.597885,-46.973988
7374,0.020206,13.501849,-28.50947
7375,0.020587,20.328161,-54.37169
7376,0.020236,-13.314281,-30.83929
7377,0.02007,-33.863068,-37.696613
7378,0.020301,-28.200638,-12.344841
7379,0.020539,-37.28713,-60.431244
7380,0.020287,40.772392,20.750814
7381,0.01968,20.815159,44.962357
7382,0.021021,2.6817398,7.742816
7383,0.02116,-70.012245,-36.359573
7384,0.02016,3.3270447,-3.9943848
7385,0.020292,-30.680977,29.382793
7386,0.020011,52.18736,39.864117
7387,0.019942,15.439803,-38.628834
7388,0.020619,-30.238409,-44.516655
7389,0.01991,46.796925,-17.75502
7390,0.020693,-43.63607,-43.16963
7391,0.021123,-48.898586,-31.052454
7392,0.0199,51.931934,30.528885
7393,0.019334,45.639214,30.214012
7394,0.021358,-35.94932,-43.641476
7395,0.020382,-41.761017,-35.544006
7396,0.020777,-10.541124,-40.41425
7397,0.020122,78.79007,40.38107
7398,0.019832,35.542515,-14.262138
7399,0.020075,26.052332,-8.533826
7400,0.02051,36.57965,-24.917326
7401,0.020657,-37.87013,-49.432007
7402,0.020393,3.9247615,-13.108641
7403,0.020774,-17.987665,-38.388283
7404,0.020344,-20.910948,2.1052349
7405,0.020991,-2.9425776,-28.506601
7406,0.019831,70.10448,-31.452723
7407,0.020193,55.170776,-46.674164
7408,0.020023,23.69594,5.700533
7409,0.020361,-11.258534,10.07052
7410,0.020503,90.82765,-19.785868
7411,0.01944,12.000444,19.819511
7412,0.020106,-49.8166,20.786575
7413,0.020152,20.96061,-2.7588196
7414,0.019647,91.224304,44.24355
7415,0.020898,23.99641,-24.524424
7416,0.020151,-35.80217,31.209883
7417,0.019697,23.022488,-3.2989342
7418,0.021193,22.863464,-59.781834
7419,0.020577,-37.041878,-42.820198
7420,0.020569,37.684063,49.726395
7421,0.019681,54.635338,49.016037
7422,0.02065,80.03238,-12.933682
7423,0.020377,-0.8251853,-36.831295
7424,0.02215,-60.761276,-81.098076
7425,0.01994,16.441328,-2.032254
7426,0.019946,-2.488047,-17.726677
7427,0.019827,-21.350515,35.871494
7428,0.020645,21.115435,-20.678041
7429,0.02004,-1.4300985,-7.258035
7430,0.020591,-5.3015532,-35.247356
7431,0.019979,-1.6445992,-48.698147
7432,0.02113,-20.725817,-31.935083
7433,0.020749,-13.770829,-32.371502
7434,0.020328,24.6705,3.250681
7435,0.020125,25.596811,-11.406671
7436,0.020335,21.495415,22.219221
7437,0.020257,-39.600742,17.893726
7438,0.020418,-55.822407,40.39888
7439,0.021406,-48.293034,-20.551281
7440,0.019865,58.383205,29.34788
7441,0.020424,18.596716,-2.4081306
7442,0.020063,73.14415,66.49366
7443,0.021108,14.217261,-27.599255
7444,0.020233,-14.729788,-29.087315
7445,0.0203,-24.044842,-9.9808235
7446,0.020465,-55.30753,-38.7032
7447,0.019512,-55.889664,24.960434
7448,0.020424,-58.86671,44.155678
7449,0.020505,42.64608,-52.717136
7450,0.020173,-4.2853293,-20.661358
7451,0.020433,-45.623512,12.368478
7452,0.020254,36.748,22.962996
7453,0.019897,-11.9170265,23.58969
7454,0.020696,44.985737,49.121323
7455,0.020217,0.6577339,37.786816
7456,0.020424,-14.67945,-29.600098
7457,0.020232,-12.530494,-29.960453
7458,0.020029,16.140255,5.7778015
7459,0.020012,17.162418,-12.208965
7460,0.022091,50.44871,30.006878
7461,0.02012,12.214323,-12.55662
7462,0.020755,-2.3268085,22.833332
7463,0.020108,-17.523684,38.695194
7464,0.02061,-22.676228,51.710854
7465,0.01964,13.700529,3.459572
7466,0.020565,-24.611658,37.967056
7467,0.020076,25.488356,-2.3769522
7468,0.020435,21.357302,-49.51766
7469,0.020547,91.52644,41.600357
7470,0.01993,0.6194198,20.496918
7471,0.020484,-8.231629,-9.7067375
7472,0.020833,-20.801722,-37.16416
7473,0.020461,61.872097,-38.498226
7474,0.020559,46.111008,49.689
7475,0.020973,-19.74524,-33.816288
7476,0.020482,21.092075,-27.5358
7477,0.020085,-27.410944,37.865654
7478,0.020451,-12.225292,-16.88093
7479,0.020638,-47.953556,25.874289
7480,0.020235,27.9021,-20.20489
7481,0.019678,-39.17714,50.758465
7482,0.021063,3.789623,-1.8860734
7483,0.019751,18.666065,15.537927
7484,0.020823,-21.293484,-23.897324
7485,0.02048,-16.605984,-27.909414
7486,0.019951,36.520504,67.77051
7487,0.019711,75.65697,43.288773
7488,0.021779,-31.231907,-68.78038
7489,0.020384,-41.1663,80.44725
7490,0.020115,76.35954,58.8862
7491,0.020218,70.12293,-27.894249
7492,0.020028,-34.482357,63.311596
7493,0.020276,76.27286,57.22761
7494,0.019765,92.00643,34.52668
7495,0.02034,42.347206,26.322275
7496,0.020388,35.612137,47.36778
7497,0.020317,87.28648,37.40239
7498,0.020683,-34.791977,-60.108692
7499,0.019739,-14.364158,44.76249
7500,0.020817,-30.07089,-64.45037
7501,0.020517,53.97251,-43.599865
7502,0.020061,3.7316551,-34.720387
7503,0.020516,27.508083,75.58509
7504,0.02018,-19.071234,-41.769684
7505,0.020013,-54.510406,88.24751
7506,0.022104,37.02043,-9.713779
7507,0.020222,-45.6666,21.731342
7508,0.020707,45.0441,23.284376
7509,0.020311,82.902054,42.431355
7510,0.020413,8.884971,47.77932
7511,0.021212,5.6897616,-70.50927
7512,0.019829,35.586033,-2.0339954
7513,0.020421,-29.290976,6.22016
7514,0.020131,66.96799,47.473064
7515,0.020358,47.110977,-49.879726
7516,0.020644,-31.735964,-45.562675
7517,0.019844,60.88941,-11.23873
7518,0.02076,-0.71317697,-20.69673
7519,0.020815,-36.714394,-19.509556
7520,0.019823,56.944744,33.447594
7521,0.019676,54.74656,29.209162
7522,0.020618,-23.285149,-63.926987
7523,0.020291,-37.98496,56.47793
7524,0.020301,-7.684088,-27.053465
7525,0.01983,-39.044262,29.38556
7526,0.020433,43.907047,-9.463624
7527,0.01995,52.822887,-3.013393
7528,0.0203,17.197199,-34.30406
7529,0.020768,-41.64183,-53.937508
7530,0.020799,46.582363,-21.697508
7531,0.020381,-28.076069,62.097946
7532,0.020299,-24.111956,2.9603248
7533,0.020349,3.0863233,-25.031904
7534,0.0209,-17.348698,-44.88874
7535,0.020088,50.762016,63.428265
7536,0.020221,30.719328,12.864247
7537,0.019798,-14.128947,10.765856
7538,0.020768,-8.001575,-23.176455
7539,0.019697,23.123508,-4.377295
7540,0.021062,-52.675518,46.467472
7541,0.02053,47.872887,-16.59327
7542,0.020433,92.435394,43.83983
7543,0.020527,38.618324,-58.783558
7544,0.020163,-41.29192,26.622047
7545,0.019806,22.098171,-23.680534
7546,0.022056,-90.566315,-107.76794
7547,0.020793,-40.143913,-46.93513
7548,0.020185,90.565994,51.09568
7549,0.019841,76.1028,32.16733
7550,0.020573,-20.988028,-2.3584929
7551,0.020176,-10.359374,-8.5333185
7552,0.023472,-8.923471,-56.166
7553,0.020137,-11.646465,-5.8322783
7554,0.020266,3.289824,-12.491698
7555,0.020262,42.95105,49.310173
7556,0.020239,47.813126,-24.026089
7557,0.020437,-35.38757,-20.136484
7558,0.019883,12.026182,-18.755104
7559,0.020272,-22.092976,-31.424198
7560,0.021025,-29.433123,-17.173246
7561,0.020153,-7.285137,-27.751337
7562,0.020486,34.097588,-18.274181
7563,0.020321,52.284386,-49.921303
7564,0.019996,84.02787,2.0525866
7565,0.019754,-37.367306,17.894415
7566,0.020698,-64.16053,34.491287
7567,0.019963,-18.942015,-33.972717
7568,0.01983,41.25547,17.341045
7569,0.020515,-2.1429055,0.73541045
7570,0.020085,-28.90658,79.15221
7571,0.021151,5.068875,-49.85166
7572,0.020156,-13.301461,-27.352455
7573,0.019872,10.571796,-9.360645
7574,0.020784,-24.094053,-4.8992853
7575,0.021487,-61.949654,-47.09544
7576,0.020008,-14.693568,48.13364
7577,0.020173,47.196987,-64.84384
7578,0.019991,5.0133047,-11.720754
7579,0.020117,-7.6265674,13.587012
7580,0.019597,36.903122,23.176367
7581,0.01985,14.861606,31.631504
7582,0.020283,87.212105,43.332363
7583,0.020002,24.10128,33.45047
7584,0.02073,-14.922036,-27.37913
7585,0.020127,-7.482861,-25.313261
7586,0.019918,15.964644,-5.085674
7587,0.02029,10.652472,-37.9839
7588,0.019625,46.424103,46.568874
7589,0.019679,65.96024,-2.1180053
7590,0.020242,-3.1658885,36.66884
7591,0.019749,-7.1743617,52.10189
7592,0.020492,-31.88941,22.078268
7593,0.020002,6.8858824,-1.53804
7594,0.019644,16.199694,29.996407
7595,0.019877,-11.08808,-6.099645
7596,0.020413,21.606789,-53.355396
7597,0.020504,-49.4232,32.162388
7598,0.022252,79.329,40.237907
7599,0.02094,-66.30891,-2.509403
7600,0.020741,-18.991262,-33.855953
7601,0.021066,56.712677,-39.264038
7602,0.019764,89.67979,54.26304
7603,0.019806,-19.554918,28.962896
7604,0.020692,5.2383566,-12.664082
7605,0.019789,25.174774,29.554382
7606,0.020184,-0.42152223,-17.749348
7607,0.021009,-56.789055,10.052733
7608,0.020577,23.119116,-25.381994
7609,0.019804,-28.02556,4.688755
7610,0.021757,-64.59225,-103.90912
7611,0.019781,11.116665,9.00746
7612,0.019873,27.013578,-18.405167
7613,0.020582,-10.594586,-25.292177
7614,0.019499,81.746414,73.80219
7615,0.019952,59.80944,56.660744
7616,0.021073,-35.996784,-40.819935
7617,0.020006,95.05541,34.42009
7618,0.020744,-37.981056,37.985435
7619,0.02001,-15.1458025,-20.27059
7620,0.019981,9.377939,61.070164
7621,0.020072,25.78618,7.5882635
7622,0.020893,-28.053497,11.94273
7623,0.020166,40.11465,41.01173
7624,0.020492,22.211306,50.25246
7625,0.019892,79.69888,51.054356
7626,0.020033,-47.53231,59.441307
7627,0.020227,16.63204,5.920798
7628,0.020757,4.8116345,-23.040785
7629,0.020304,39.48003,-42.363438
7630,0.020481,-4.6119347,-40.30183
7631,0.019817,51.26834,44.91752
7632,0.020667,-22.936264,-48.755825
7633,0.019799,97.06236,-30.9113
7634,0.019781,56.979763,15.0321455
7635,0.020415,-57.41895,-5.0339007
7636,0.02019,48.588886,26.744398
7637,0.020179,-34.686825,28.60059
7638,0.01963,54.801266,59.623737
7639,0.019966,-10.359934,-15.138584
7640,0.019643,82.59744,8.080721
7641,0.020518,-28.783012,-12.819927
7642,0.020646,-19.875399,32.502857
7643,0.022132,68.83885,-53.830658
7644,0.021406,-29.54088,-42.400143
7645,0.020525,-17.525902,-21.61365
7646,0.020806,7.0204177,-31.94502
7647,0.020119,-43.97186,-18.980806
7648,0.019839,64.10583,38.725956
7649,0.019436,69.3452,38.346725
7650,0.02047,-42.607067,70.45772
7651,0.020551,-33.971634,-4.1949134
7652,0.02051,2.603062,-17.05975
7653,0.019894,18.618286,30.589132
7654,0.020609,53.727154,-2.5105517
7655,0.019426,72.02807,17.933947
7656,0.0204,24.462135,-39.530193
7657,0.019463,-55.48624,72.14194
7658,0.020617,-36.535873,-26.800854
7659,0.019867,73.59041,47.770866
7660,0.020062,-23.08202,-3.5342996
7661,0.020649,31.319965,-28.742947
7662,0.020503,-5.9286327,-23.125362
7663,0.019735,31.246597,39.77134
7664,0.019632,30.204222,9.494323
7665,0.020418,-17.928211,11.451678
7666,0.019811,43.206013,-11.908358
7667,0.020156,55.321983,-48.154682
7668,0.021174,-60.37978,19.516819
7669,0.020332,-17.623938,-23.68619
7670,0.019876,50.196007,42.41717
7671,0.019845,10.436573,-36.187286
7672,0.02051,-46.79343,21.863977
7673,0.019856,37.57801,-27.984161
7674,0.021311,-65.861435,-96.283905
7675,0.020204,-43.19667,-52.143703
7676,0.020091,-16.243656,53.84606
7677,0.020185,77.382805,47.172565
7678,0.020043,34.499718,-0.363482
7679,0.020347,-7.879455,-5.701678
7680,0.021252,-59.459675,-57.9686
7681,0.020063,26.0057,-33.854588
7682,0.020337,46.603893,-33.723
7683,0.020162,96.40984,55.651917
7684,0.020518,-40.01711,-16.44647
7685,0.020366,-13.902457,-32.947655
7686,0.020706,69.30669,-36.61729
7687,0.020253,-10.487187,-26.391127
7688,0.020897,-37.457203,-4.870822
7689,0.022406,-20.392107,-0.748479
7690,0.021061,9.682863,-34.715485
7691,0.020812,-37.179592,-42.908478
7692,0.021174,-45.718567,-2.7559798
7693,0.020441,-41.40216,24.275232
7694,0.019764,82.4052,17.72506
7695,0.020667,-23.171413,-7.706281
7696,0.020004,15.43645,-1.8605716
7697,0.019544,-23.731653,23.594444
7698,0.021264,40.464386,-54.303623
7699,0.020006,22.670305,28.511786
7700,0.021096,-11.013543,-24.501404
7701,0.019611,40.84537,-12.616463
7702,0.0204,-16.845652,-1.2788512
7703,0.020124,48.88758,24.464136
7704,0.020407,-2.4673114,-43.145664
7705,0.019602,30.155888,59.04486
7706,0.020338,43.249607,-13.763915
7707,0.019882,-5.00066,10.964932
7708,0.019713,37.427383,22.983019
7709,0.020075,82.60756,44.62334
7710,0.020996,-56.395805,5.132096
7711,0.019724,29.000761,35.93925
7712,0.020243,-11.289169,-26.178299
7713,0.020119,-3.0609796,-23.041971
7714,0.020364,-3.9747143,-32.801643
