i,latency_ms,action_left,action_right
2022,0.018468,55.156643,-40.732124
2023,0.018526,13.550371,-15.246448
2024,0.018761,-25.629265,-25.749643
2025,0.018865,-34.074482,-44.41872
2026,0.01769,-1.3766438,53.35164
2027,0.020083,-84.03553,-132.44315
2028,0.018111,47.065533,-56.092293
2029,0.018185,11.334135,-12.380603
2030,0.018002,86.79625,-38.834137
2031,0.018108,-20.888195,-8.509996
2032,0.017909,32.261383,-16.803217
2033,0.01806,-35.861458,16.581593
2034,0.018173,36.68848,-3.0897868
2035,0.017592,-9.437244,1.272796
2036,0.019355,-62.565823,-139.43639
2037,0.01861,39.93274,-34.038113
2038,0.018259,26.323135,-17.738628
2039,0.018466,-18.203259,-4.8643966
2040,0.018217,-49.39604,18.62661
2041,0.01837,3.8562505,-43.332863
2042,0.020331,-97.66769,-135.2497
2043,0.017575,20.704687,58.087826
2044,0.017621,-7.646446,77.500916
2045,0.01816,-27.894924,25.72862
2046,0.017805,37.709267,-9.204807
2047,0.018065,57.1666,28.98491
2048,0.019771,-82.56761,-130.7029
2049,0.018471,-37.707306,-12.614242
2050,0.018323,91.94007,31.047537
2051,0.018281,62.59002,62.62376
2052,0.017658,38.015186,30.4548
2053,0.018197,44.22343,2.3050468
2054,0.018103,-31.115036,3.659375
2055,0.018801,-31.460037,-34.964283
2056,0.017887,16.196745,-21.46521
2057,0.018832,-56.85982,22.008509
2058,0.018693,-44.96527,-47.127792
2059,0.019742,56.879196,26.958689
2060,0.018408,-30.144306,22.323156
2061,0.01811,46.199543,-54.79508
2062,0.018141,17.132639,-34.771248
2063,0.017918,60.339493,-15.506791
2064,0.018509,17.600437,-37.315613
2065,0.018201,-48.56988,-20.550602
2066,0.018543,36.606636,-28.56393
2067,0.018439,-54.246395,-89.70596
2068,0.017831,36.15602,-44.442284
2069,0.01909,-70.71782,-103.63495
2070,0.018756,-47.775772,34.226654
2071,0.019655,-84.04385,-103.4085
2072,0.0185,-10.383561,6.2907476
2073,0.018266,-16.560144,-14.721499
2074,0.018225,4.030762,-69.16954
2075,0.018494,-23.582249,3.2236097
2076,0.018072,35.40076,35.212593
2077,0.018206,-39.66256,24.708847
2078,0.019116,-68.65077,-47.618786
2079,0.018961,-62.18496,-24.00874
2080,0.019021,-57.037502,39.538002
2081,0.018256,12.654321,-6.115616
2082,0.017943,-46.84932,91.47408
2083,0.02003,-78.62859,-131.71239
2084,0.018435,60.509327,-31.585451
2085,0.018081,62.645134,37.49473
2086,0.018763,-44.608135,-6.832543
2087,0.019292,-39.71229,4.263244
2088,0.018066,72.250854,26.04991
2089,0.018171,53.105965,32.13509
2090,0.018048,72.05051,-3.8042305
2091,0.01958,-86.924675,-132.49475
2092,0.017867,-37.95653,16.743296
2093,0.018302,-37.905903,40.5097
2094,0.017583,16.4749,32.35749
2095,0.017448,82.800674,51.90259
2096,0.017799,-42.903744,70.198074
2097,0.017948,-17.00876,-71.128075
2098,0.018,8.712842,66.90484
2099,0.018092,56.446423,-51.80891
2100,0.019367,-63.94475,-139.12448
2101,0.018216,-44.99503,3.766801
2102,0.018267,-39.022602,49.015778
2103,0.017933,62.77865,58.637085
2104,0.01859,18.423502,-37.24085
2105,0.018548,-67.12051,31.297321
2106,0.020372,-113.687355,-130.59056
2107,0.018517,-44.8089,-55.144897
2108,0.018065,58.344685,-41.82644
2109,0.020092,17.92386,-64.201065
2110,0.018735,-11.86344,76.493546
2111,0.018422,-59.872505,-1.5016257
2112,0.019599,-82.61871,-129.99828
2113,0.018045,24.340757,51.70837
2114,0.018829,-51.943943,-40.280384
2115,0.018369,10.846468,-8.08655
2116,0.018064,-11.717293,-53.260525
2117,0.01829,-46.046,-51.018627
2118,0.018469,21.80357,-43.367805
2119,0.017538,21.433435,35.515106
2120,0.017629,-43.036953,50.672054
2121,0.018287,19.902782,-14.973878
2122,0.017802,13.873968,-14.063363
2123,0.018366,-33.21347,-41.8151
2124,0.018319,58.89585,-29.68756
2125,0.018007,-32.03209,14.301523
2126,0.018074,-61.018806,53.045692
2127,0.017958,16.828686,24.16518
2128,0.018626,-65.34304,49.697327
2129,0.018363,17.68401,14.267523
2130,0.018835,-47.783894,3.2349844
2131,0.018299,-40.09575,-74.14121
2132,0.018714,-37.010395,-18.91454
2133,0.018662,-72.48823,-90.82292
2134,0.018705,20.901176,6.808496
2135,0.019225,-85.7823,-101.069565
2136,0.017901,78.86491,-38.157608
2137,0.017474,32.91251,50.946404
2138,0.018862,-46.33647,-24.40511
2139,0.018191,44.648956,-53.356884
2140,0.018031,-63.601364,-48.564857
2141,0.018157,50.092537,-24.17689
2142,0.018065,10.034642,54.614
2143,0.018439,33.94483,15.837369
2144,0.018147,20.179073,-13.326234
2145,0.017511,-51.156784,78.31082
2146,0.017653,22.444593,-25.87495
2147,0.01967,-82.72337,-131.96718
2148,0.017886,12.424896,28.646336
2149,0.018034,8.310971,-12.464205
2150,0.017647,-4.285064,50.542374
2151,0.018152,22.048466,-21.007162
2152,0.018061,-38.82973,-46.105606
2153,0.018016,-24.638723,-53.54179
2154,0.017925,-16.489399,52.77882
2155,0.019441,-87.20449,-131.1601
2156,0.01907,6.495525,-45.01026
2157,0.018386,18.803246,-23.10033
2158,0.018194,-58.013836,-26.807169
2159,0.018415,-51.03825,-39.284847
2160,0.020771,19.261955,3.015976
2161,0.018307,16.819935,-27.132622
2162,0.018564,-38.535774,-42.435448
2163,0.018297,-4.6333303,-14.072113
2164,0.018924,-66.75154,-140.47742
2165,0.018679,16.199562,-63.19855
2166,0.018343,35.34964,-14.982814
2167,0.018354,-22.899271,-22.13678
2168,0.018939,-63.67495,20.711006
2169,0.018693,-9.424418,-40.619026
2170,0.019965,-118.73501,-130.03468
2171,0.018573,-15.241151,2.9614618
2172,0.018351,-7.5989695,-2.552584
2173,0.018339,-86.38705,-4.6565156
2174,0.017786,48.690323,0.8320826
2175,0.018004,-5.7455845,40.752003
2176,0.019203,-90.114174,-126.189125
2177,0.018836,-52.208424,-29.781645
2178,0.017868,-28.733786,25.89676
2179,0.018518,-29.836327,45.87634
2180,0.018125,50.527172,35.86343
2181,0.01857,-7.661448,-12.5150385
2182,0.018195,-37.743835,23.643726
2183,0.018267,-28.267235,-24.701336
2184,0.017707,-9.741182,-26.885233
2185,0.018676,-57.69828,7.136178
2186,0.018872,-79.49923,59.86048
2187,0.018284,5.603398,18.176168
2188,0.018083,-20.627014,24.449814
2189,0.018192,59.49523,-59.255486
2190,0.018166,10.9176445,-36.205055
2191,0.018687,-32.098,-53.875042
2192,0.018308,11.716654,-47.859917
2193,0.018926,-41.742737,-36.574245
2194,0.018943,44.322334,-20.717081
2195,0.018883,-14.035576,-84.55435
2196,0.017881,45.897736,47.16207
2197,0.018743,-69.16895,-77.74884
2198,0.018835,-20.710068,-35.66237
2199,0.019499,-101.31967,-95.22976
2200,0.018791,-49.36501,2.6710253
2201,0.018368,-21.143803,14.918348
2202,0.018368,-11.634962,7.625408
2203,0.018622,-25.593725,1.7558414
2204,0.018268,21.556086,-11.092416
2205,0.017891,3.709578,12.796266
2206,0.018588,-20.132708,-29.648468
2207,0.018531,-17.966366,-57.366634
2208,0.017775,-26.773859,45.474884
2209,0.01761,16.524277,-21.501432
2210,0.017813,-29.927801,45.259235
2211,0.020116,-83.187645,-132.58762
2212,0.019058,-28.2864,-40.369244
2213,0.018452,-53.17401,32.081646
2214,0.017944,61.222878,-15.930351
2215,0.018601,-18.84551,32.297546
2216,0.017521,11.950678,-0.2202391
2217,0.017554,63.223362,25.365185
2218,0.018078,38.15996,-13.64935
2219,0.020171,-101.68695,-129.13075
2220,0.018099,-57.75183,49.681763
2221,0.018516,-35.95773,33.66025
2222,0.017548,76.82689,55.34535
2223,0.0178,48.432198,31.210281
2224,0.018336,-18.623976,-63.585945
2225,0.018473,-77.977646,34.89259
2226,0.017982,39.676647,13.103699
2227,0.018301,52.40352,51.997456
2228,0.019253,-63.583412,-143.52275
2229,0.017928,-25.304392,-26.214037
2230,0.018412,-31.880043,48.75879
2231,0.017425,74.29881,38.973896
2232,0.018493,-7.211913,-26.34455
2233,0.018128,68.93323,3.3833094
2234,0.020364,-119.40306,-136.13826
2235,0.018159,61.118053,-39.40052
2236,0.017543,82.85201,49.61713
2237,0.017435,-27.844606,30.317217
2238,0.018667,-1.9934146,-30.572271
2239,0.017557,82.70033,8.950631
2240,0.019976,-100.64482,-128.22408
2241,0.018324,22.69645,-1.1385436
2242,0.01797,58.707676,-0.547367
2243,0.017826,54.584835,1.2429328
2244,0.018315,-8.395724,-45.13628
2245,0.018485,60.09581,55.549637
2246,0.018459,1.3803378,-5.713277
2247,0.0179,38.58279,40.78056
2248,0.017529,82.72534,37.599102
2249,0.018252,15.907315,-18.641382
2250,0.018198,-21.5955,-41.33255
2251,0.018506,-35.470364,-35.105774
2252,0.01828,70.49566,-46.838142
2253,0.018548,-30.431711,18.240227
2254,0.017633,-63.621647,56.730465
2255,0.017973,48.410088,4.4857473
2256,0.018967,-68.72071,30.547316
2257,0.017892,14.061976,5.7814436
2258,0.019152,-41.351418,46.334686
2259,0.018112,21.181446,-69.94445
2260,0.018551,-18.528788,-36.521008
2261,0.021298,-87.13529,-63.254303
2262,0.018512,33.507603,47.461937
2263,0.019326,-115.57958,-82.167755
2264,0.018599,18.41121,-41.627842
2265,0.018978,33.26902,-17.574036
2266,0.018353,55.929165,-59.341587
2267,0.018471,40.980755,-52.38882
2268,0.018109,-39.623882,58.213802
2269,0.018529,-27.6124,-39.76201
2270,0.017584,58.267376,35.57843
2271,0.018327,55.13013,1.9260181
2272,0.017973,43.577682,-23.909756
2273,0.018591,-36.282116,33.74113
2274,0.018454,43.236233,-45.701366
2275,0.020023,-87.84692,-131.88327
2276,0.017853,54.110462,22.078012
2277,0.018061,70.88695,-22.470715
2278,0.017876,-34.392025,39.885986
2279,0.018445,41.88956,-6.6177053
2280,0.017924,-68.321915,56.515392
2281,0.018617,-36.56064,-46.46537
2282,0.020007,-33.75538,65.85652
2283,0.020608,-103.497025,-128.93585
2284,0.018558,-17.412407,-13.279766
2285,0.019155,20.307055,-26.642761
2286,0.018763,14.452085,-21.031199
2287,0.01898,-20.996527,-51.18592
2288,0.018037,39.965626,-6.941948
2289,0.019191,-30.1967,-51.959522
2290,0.018505,-3.1549335,-42.04617
2291,0.018861,-0.46584666,-23.29016
2292,0.019945,-70.04811,-142.58786
2293,0.018371,16.94019,30.263186
2294,0.018609,43.017406,-9.749112
2295,0.019043,-12.413376,-17.997974
2296,0.018386,84.49569,34.092426
2297,0.019208,-47.852753,-40.89813
2298,0.020725,-124.942696,-137.67953
2299,0.018402,-64.85778,29.668383
2300,0.018447,10.653411,-47.620457
2301,0.01881,32.409985,-32.648533
2302,0.018283,65.085045,19.447527
2303,0.019015,-32.1146,-37.837223
2304,0.020138,-101.990395,-126.94468
2305,0.018476,-11.59099,78.36409
2306,0.018564,-40.443005,7.339158
2307,0.018763,11.345214,-54.426968
2308,0.017989,62.621967,46.539207
2309,0.01876,-39.366825,-16.595474
2310,0.018933,-35.958424,5.978281
2311,0.021205,-9.4558735,-26.458855
2312,0.018792,-7.6636033,-43.319077
2313,0.019201,-61.70728,39.470066
2314,0.018755,71.20857,14.881946
2315,0.018791,-4.8405786,25.70099
2316,0.018791,-2.0906854,13.487138
2317,0.018704,55.52122,-50.96668
2318,0.018647,1.4330287,-35.736397
2319,0.018492,13.208146,-54.046223
2320,0.018977,0.098652266,-51.126297
2321,0.018985,-44.539288,-47.26418
2322,0.018748,41.650936,-13.179791
2323,0.018766,-86.87254,-40.3539
2324,0.018532,40.9683,3.3746073
2325,0.01951,-87.30263,-63.479706
2326,0.018586,-14.998406,-23.410488
2327,0.019784,-109.000946,-87.065186
2328,0.019354,-63.980145,17.654612
2329,0.01885,-18.693705,-15.692913
2330,0.018476,-24.832567,-35.630093
2331,0.018816,-17.989035,2.1408825
2332,0.01801,34.6262,-28.83867
2333,0.018597,37.478287,5.4850483
2334,0.019099,-1.0513082,-24.202892
2335,0.018912,-9.798972,-67.23953
2336,0.018223,-24.972095,27.456001
2337,0.018474,31.185211,-41.63339
2338,0.018614,-23.082499,24.706001
2339,0.020563,-89.03651,-131.5016
2340,0.018558,10.910585,-43.790226
2341,0.018498,15.476442,17.16801
2342,0.018481,19.708965,-12.972431
2343,0.018672,-19.693764,30.811838
2344,0.018815,7.2285156,-52.09434
2345,0.018606,48.994892,27.32059
2346,0.018577,24.931723,-2.9347289
2347,0.020132,-101.12679,-131.31322
2348,0.018704,27.254038,38.92769
2349,0.018625,-35.703976,27.231157
2350,0.018756,-58.32972,10.488114
2351,0.01821,73.64486,23.846739
2352,0.018118,-29.086172,81.84974
2353,0.018213,58.521942,1.9849633
2354,0.019113,31.82866,2.7640285
2355,0.01838,22.00145,14.808461
2356,0.019602,-81.62645,-137.21515
2357,0.018855,-39.26167,-42.189423
2358,0.018982,-25.98832,49.997036
2359,0.01834,92.83973,35.122864
2360,0.020284,-42.674812,-2.281487
2361,0.019078,1.7415112,-11.482522
2362,0.020567,-131.1808,-137.60648
2363,0.018946,7.4703465,-50.480827
2364,0.018407,-42.41208,43.544773
2365,0.018176,-48.429153,-2.2916129
2366,0.018502,-6.496873,-17.570187
2367,0.018561,29.926212,35.529114
2368,0.020575,-98.57717,-131.9674
2369,0.018394,17.46254,-3.5065906
2370,0.018938,29.162575,-54.884937
2371,0.019447,-28.34604,-23.212114
2372,0.018901,5.8889737,-32.77462
2373,0.018536,56.383057,6.6659164
2374,0.018338,34.9813,-46.859978
2375,0.018329,64.77071,49.614635
2376,0.018462,73.482956,16.817406
2377,0.01901,17.757696,-25.340948
2378,0.018995,-45.278812,-60.340965
2379,0.019239,63.152187,-41.018482
2380,0.018425,74.02459,-31.687794
2381,0.018433,-36.20632,24.907621
2382,0.018502,-71.183655,61.411095
2383,0.019701,-54.601868,-32.537685
2384,0.018611,-37.662975,10.326267
2385,0.018451,7.071033,-6.975615
2386,0.018997,-33.689358,78.98841
2387,0.018825,-66.12328,-22.96063
2388,0.018612,-11.728605,-57.670418
2389,0.018854,-46.591328,-76.33954
2390,0.01818,53.939762,38.541595
2391,0.02027,-99.44096,-96.88387
2392,0.018661,1.1644117,-31.73851
2393,0.018551,61.076576,40.482525
2394,0.018011,51.895237,39.222
2395,0.018616,45.914883,-49.81788
2396,0.018078,-28.02625,12.693922
2397,0.018971,-4.437478,-34.661076
2398,0.018561,74.61757,44.686928
2399,0.018277,73.51401,-6.636802
2400,0.018469,50.24266,-42.634205
2401,0.018705,-33.906044,18.584326
2402,0.018666,45.60758,-62.196186
2403,0.020299,-87.860016,-133.56436
2404,0.018898,-46.070995,21.880548
2405,0.019181,-35.96822,-46.130566
2406,0.01807,-33.448067,40.86291
2407,0.018879,41.015633,-16.22201
2408,0.018766,-68.4916,45.904106
2409,0.019274,-33.345882,-39.851387
2410,0.02119,-37.11931,88.934135
2411,0.021034,-104.72067,-132.67534
2412,0.019216,-35.967506,-19.238754
2413,0.019015,20.82403,-29.384338
2414,0.018685,66.04543,-32.566853
2415,0.018754,-7.830075,-57.300056
2416,0.018481,43.505127,-15.485817
2417,0.019051,-31.0766,-77.41433
2418,0.019123,-7.3448644,-40.43029
2419,0.018549,-8.028432,-32.407707
2420,0.020355,-79.954346,-137.73236
2421,0.018771,1.6652548,-12.223816
2422,0.018908,49.337196,-1.2241555
2423,0.018492,-5.850492,-13.951042
2424,0.018161,43.141556,41.003654
2425,0.018615,-71.87148,91.75019
2426,0.021023,-135.75818,-138.6506
2427,0.018416,-68.71877,56.677937
2428,0.018888,22.935238,-25.912899
2429,0.018243,42.357,59.479046
2430,0.018589,51.952724,59.097466
2431,0.018727,-49.78202,2.988207
2432,0.020409,-103.08765,-133.36519
2433,0.018249,-7.35815,34.299095
2434,0.018178,-35.660484,15.0706625
2435,0.019101,86.85945,53.642387
2436,0.019182,-38.867832,45.69744
2437,0.01938,-22.500042,-45.36586
2438,0.018752,-28.59499,-12.117043
2439,0.018472,1.0135766,-22.73323
2440,0.017893,-11.985462,-21.548004
2441,0.01916,-51.670612,22.57382
2442,0.018532,-3.369746,-10.777893
2443,0.018616,-33.810936,38.34377
2444,0.018189,0.10464772,25.319963
2445,0.018701,52.974163,-48.81475
2446,0.018435,-7.3533854,-36.040535
2447,0.018375,14.023751,62.737198
2448,0.01821,45.069916,-75.37892
2449,0.018521,-67.55195,71.99965
2450,0.018398,38.380486,13.628104
2451,0.018824,26.218403,17.724426
2452,0.018765,51.416702,-20.977947
2453,0.018761,-34.069702,-64.13059
2454,0.018191,-17.496706,-20.753124
2455,0.019535,-98.318436,-97.391945
2456,0.019078,-76.01508,21.386337
2457,0.01918,-16.827833,-57.536556
2458,0.01958,-13.915803,-52.442047
2459,0.020551,-11.358363,5.322129
2460,0.018967,68.48679,-54.699463
2461,0.018316,65.84009,7.050886
2462,0.018919,-5.192022,-24.5862
2463,0.018696,16.76858,62.202904
2464,0.018553,-20.820171,9.645688
2465,0.01861,35.012764,-53.317722
2466,0.018602,-25.4917,3.4633608
2467,0.020782,-91.967964,-133.41815
2468,0.01883,58.17395,-56.18804
2469,0.018546,72.91986,6.21341
2470,0.018235,22.832779,-2.8304467
2471,0.018472,3.619794,19.635612
2472,0.018445,-8.670055,-43.987583
2473,0.018248,55.233593,29.705473
2474,0.019139,21.983425,8.024521
2475,0.021066,-109.51285,-132.25491
2476,0.018612,8.873419,44.970276
2477,0.019055,-35.14656,20.675543
2478,0.018899,-13.167013,24.83145
2479,0.018272,81.84321,17.875168
2480,0.018247,-12.134954,36.565678
2481,0.018956,21.69616,-40.873276
2482,0.018227,32.022053,21.80811
2483,0.01821,44.545284,13.602267
2484,0.020198,-61.407524,-148.94307
2485,0.018403,-49.47572,56.163635
2486,0.01892,-18.425184,50.746742
2487,0.018583,67.8852,69.48086
2488,0.018799,-19.380146,-27.892406
2489,0.019003,-16.019073,-3.270218
2490,0.020838,-139.55794,-139.51155
2491,0.018551,-10.823728,-30.008488
2492,0.018594,-7.3767085,46.534203
2493,0.018574,-71.77813,-23.21709
2494,0.018467,-21.307243,6.5900893
2495,0.018817,34.611088,-52.05092
2496,0.020683,-109.051765,-132.78752
2497,0.018713,69.66647,-23.12293
2498,0.01868,36.735237,-27.681072
2499,0.018552,12.918897,-19.103973
2500,0.018413,30.2244,-32.26142
2501,0.018698,43.042545,-13.861193
2502,0.01835,36.840446,38.79582
2503,0.018669,-49.04151,53.721775
2504,0.017853,68.95634,49.828426
2505,0.01902,29.913267,-35.295994
2506,0.017945,72.79825,67.60572
2507,0.01874,27.263224,-38.960243
2508,0.018249,-10.29825,-21.977228
2509,0.020882,-36.307938,26.958403
2510,0.018929,80.43656,24.510538
2511,0.018951,-25.785704,-42.383705
2512,0.019334,-66.23719,8.891628
2513,0.018641,-2.3138402,-22.060242
2514,0.019435,-10.6112795,-8.056386
2515,0.018618,-78.720795,-63.234562
2516,0.018399,-29.724049,60.139866
2517,0.01911,-42.816246,-45.443855
2518,0.018376,61.36972,49.132343
2519,0.020285,-100.700424,-94.04132
2520,0.018489,-13.698422,-28.994396
2521,0.018038,34.484447,-0.59434485
2522,0.018029,67.36075,1.0704731
2523,0.018985,52.351864,-44.893627
2524,0.018655,-5.2062426,-11.264099
2525,0.01898,8.184441,-43.667957
2526,0.018337,73.84589,56.119648
2527,0.019209,-75.04888,-8.6277075
2528,0.018566,52.70981,-54.392815
2529,0.018645,-36.518974,9.845819
2530,0.018863,41.48373,-59.76672
2531,0.020695,-96.65405,-133.98784
2532,0.018725,9.948847,6.2300816
2533,0.018894,17.8645,-48.866123
2534,0.018422,2.863007,8.850927
2535,0.019029,-35.44702,-35.507294
2536,0.018401,74.25877,21.731098
2537,0.019094,-28.681313,-38.093323
2538,0.018871,5.6820216,-47.87335
2539,0.021115,-113.106125,-132.48701
2540,0.019369,-32.484943,-11.52745
2541,0.01881,21.114841,-33.92158
2542,0.019047,91.92462,-30.79508
2543,0.019402,13.134407,-61.031166
2544,0.018884,58.598015,-17.161686
2545,0.018345,-51.33153,27.765745
2546,0.01848,-1.733601,-40.464928
2547,0.019317,0.016753688,-37.059326
2548,0.020552,-70.30172,-141.42732
2549,0.018466,8.768084,-28.347248
2550,0.01856,59.291687,7.8151646
2551,0.017783,-17.614721,14.081098
2552,0.018052,64.07464,39.79034
2553,0.01832,78.43591,37.689934
2554,0.021238,-150.22824,-136.7578
2555,0.017789,57.224155,46.139835
2556,0.018511,37.36217,-17.963346
2557,0.01887,16.433704,25.85716
2558,0.021557,47.347412,-31.33175
2559,0.019162,-48.771282,18.504274
2560,0.020741,-112.91645,-133.28438
2561,0.018169,16.429703,33.032726
2562,0.018426,-22.14013,23.040236
2563,0.018885,-32.109077,11.840882
2564,0.018779,-2.1223817,43.62794
2565,0.018257,-20.02799,45.70994
2566,0.018943,-21.129921,-41.18446
2567,0.018704,30.610039,-28.270851
2568,0.018344,-19.030367,-7.021422
2569,0.01861,-46.22349,6.681754
2570,0.018456,-38.166092,-39.383865
2571,0.018709,-36.867184,36.84315
2572,0.018159,95.79562,59.906124
2573,0.01879,49.724323,-47.67873
2574,0.018324,-33.560555,-35.706184
2575,0.018607,28.475319,19.671738
2576,0.018718,5.966891,-64.783
2577,0.018646,80.324615,34.85299
2578,0.018272,59.27764,24.595982
2579,0.019053,-29.354984,-41.422592
2580,0.018372,36.968376,-18.09704
2581,0.018856,-47.304596,-8.79464
2582,0.018344,-5.760031,-3.7423997
2583,0.020158,-96.164955,-101.85074
2584,0.017744,72.37825,20.772394
2585,0.017776,-18.907944,49.724186
2586,0.018226,31.4984,-78.5214
2587,0.018372,-0.38412213,5.4615116
2588,0.018538,66.06983,77.60518
2589,0.018785,-44.522797,-14.616172
2590,0.01916,-2.753775,1.3420036
2591,0.018895,17.823067,16.739115
2592,0.018498,-19.240974,-1.2915213
2593,0.018593,35.56516,-60.054752
2594,0.018794,-40.28782,11.984952
2595,0.020709,-103.8072,-131.02745
2596,0.019058,-30.94289,-64.420685
2597,0.019172,-50.35064,-21.046558
2598,0.019261,-35.347736,-56.562027
2599,0.018123,28.882961,20.43005
2600,0.018735,-51.452724,-42.42593
2601,0.018103,57.604652,32.187347
2602,0.019049,-28.477423,-35.536003
2603,0.020837,-116.09822,-135.52144
2604,0.018878,12.99416,50.328568
2605,0.01859,-36.622158,18.872585
2606,0.018317,8.575322,18.21919
2607,0.021354,-62.904408,8.702865
2608,0.01871,-18.197575,44.36931
2609,0.019039,-5.264313,-54.183006
2610,0.018691,40.89748,30.597809
2611,0.018487,-5.5332003,-5.9951844
2612,0.020192,-89.2077,-134.70244
2613,0.018628,-29.512468,20.489372
2614,0.018833,-21.05761,-32.274445
2615,0.018767,49.053917,-36.488785
2616,0.018654,-7.019119,-11.94357
2617,0.018648,-47.416065,-4.7720866
2618,0.021279,-153.68529,-141.00386
2619,0.018825,-25.473745,-45.84809
2620,0.018234,3.1279411,46.974712
2621,0.018741,-44.006268,-36.47361
2622,0.01907,-14.982728,-3.6064966
2623,0.018737,10.350746,-25.452915
2624,0.021045,-116.02164,-133.8517
2625,0.018897,-46.27287,-16.556843
2626,0.018755,50.382713,-37.39011
2627,0.018963,48.363155,-17.418108
2628,0.018967,64.653496,-32.636555
2629,0.018765,46.989613,-25.884504
2630,0.01864,28.594318,-5.489087
2631,0.018513,-9.207542,50.95695
2632,0.018279,75.8005,62.46976
2633,0.019187,35.994774,-45.786423
2634,0.018296,56.41148,37.183598
2635,0.019099,32.54317,-39.91237
2636,0.01859,9.213487,-5.819013
2637,0.018532,-38.321194,30.203236
2638,0.017573,21.454323,3.4398623
2639,0.019337,-25.154728,-30.297794
2640,0.019546,-75.26396,-0.09616059
2641,0.018399,-51.38563,-14.726799
2642,0.018764,18.737509,-34.75255
2643,0.018282,69.1622,24.673058
2644,0.018281,-16.452509,27.310999
2645,0.018602,-8.597595,13.755579
2646,0.018189,74.09229,64.92039
2647,0.01983,-91.53893,-101.19619
2648,0.018935,-46.01084,-34.32815
2649,0.018731,11.82917,-32.476875
2650,0.019024,-34.106487,-22.531485
2651,0.019133,32.289154,-40.738873
2652,0.018298,-31.077545,-17.329468
2653,0.018417,53.876255,57.18144
2654,0.019358,79.4836,-40.009106
2655,0.018747,-13.546822,-23.906273
2656,0.017916,53.291492,70.24721
2657,0.021059,-39.603767,-2.072943
2658,0.019092,17.095798,-38.697285
2659,0.020891,-108.59226,-133.26793
2660,0.018682,43.018044,-7.074666
2661,0.018416,81.16505,53.736023
2662,0.018684,23.579575,-9.4056835
2663,0.018942,-3.3059654,-19.066898
2664,0.018113,1.1275532,2.8546493
2665,0.019002,-26.590322,-36.32582
2666,0.018596,86.29736,38.973316
2667,0.021074,-125.83068,-134.92229
2668,0.018942,-35.680347,-2.4431248
2669,0.018898,21.583961,-35.971893
2670,0.019267,-58.418167,-45.569023
2671,0.018812,43.09896,-57.444885
2672,0.018663,53.349117,-11.930781
2673,0.018344,73.72457,26.206573
2674,0.018879,3.2464945,-30.683525
2675,0.01805,74.34443,57.48977
2676,0.020212,-91.20308,-125.9223
2677,0.018594,27.786789,-35.714462
2678,0.018223,83.66804,41.047527
2679,0.018318,-29.413359,16.91624
2680,0.017748,78.31031,49.15596
2681,0.018463,27.22976,45.22745
2682,0.021324,-156.48145,-145.42082
2683,0.018412,19.776688,23.561815
2684,0.018885,-48.24796,-12.508087
2685,0.018293,22.214941,4.5687537
2686,0.017948,85.279335,81.073746
2687,0.018928,-60.51735,47.429142
2688,0.020993,-123.82378,-135.56052
2689,0.018486,55.271427,29.304073
2690,0.018306,-21.469204,9.321239
2691,0.018324,8.266372,53.714336
2692,0.01827,9.757972,40.18056
2693,0.018277,-11.2962055,15.5316105
2694,0.018568,-32.54125,62.103962
2695,0.018775,54.346752,-30.350533
2696,0.018698,10.815582,-6.347057
2697,0.01874,-44.882786,-2.604868
2698,0.018905,-29.602695,-40.482124
2699,0.018608,-19.237074,22.96644
2700,0.018329,-55.611443,66.541374
2701,0.018509,45.15104,-44.603443
2702,0.018346,-52.75832,-22.208103
2703,0.018811,27.301754,30.019264
2704,0.018523,-48.292995,8.585151
2705,0.018363,21.28405,28.592796
2706,0.021474,-45.90498,-15.318571
2707,0.01979,-72.262146,-53.574432
2708,0.018264,60.948048,-28.506382
2709,0.018826,49.287663,-82.92942
2710,0.018547,9.6322365,11.390178
2711,0.020136,-108.39761,-87.461006
2712,0.017903,19.05721,-1.3257006
2713,0.018717,-37.69297,48.663677
2714,0.018349,57.122253,49.513496
2715,0.018886,-1.238727,-15.491023
2716,0.018079,75.246254,61.846375
2717,0.019081,0.32793495,-18.219263
2718,0.018883,24.434341,-13.6508875
2719,0.018697,46.8973,70.960434
2720,0.01876,-29.484404,-11.668712
2721,0.018367,12.85011,73.05258
2722,0.018931,-52.564568,22.416025
2723,0.021185,-112.42341,-134.88914
2724,0.01821,-1.5570502,85.93349
2725,0.018776,20.521925,-27.47474
2726,0.018366,-12.620345,27.540937
2727,0.021013,40.772896,29.58898
2728,0.019216,-58.09172,-43.68774
2729,0.018597,61.507507,34.66926
2730,0.019279,4.26846,-62.600002
2731,0.021895,-133.28903,-133.54803
2732,0.01883,12.282258,61.311672
2733,0.018954,-37.832775,16.755583
2734,0.018523,69.26387,14.175941
2735,0.018886,-11.532426,-16.41689
2736,0.018848,-6.1335683,45.773144
2737,0.019316,-48.238956,-50.166237
2738,0.019264,-29.317883,-19.76526
2739,0.019171,8.510684,-15.979725
2740,0.021032,-84.12367,-127.510216
2741,0.018971,-18.77481,9.2810755
2742,0.019264,-11.3642645,-15.326581
2743,0.018976,35.908566,-13.640947
2744,0.018892,-1.8451605,-8.082748
2745,0.019326,-55.06484,17.1143
2746,0.021618,-162.12933,-146.4798
2747,0.019592,-26.813389,-47.957687
